playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
jewelja01,2021,1,CHN,NL,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gregelu01,2019,1,SLN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slateau01,2022,1,SFN,NL,125,277,49,73,15,2,7,34,12,1,40,89,0,6,0,2,9
gosseph01,2022,1,ATL,NL,12,23,4,6,0,0,0,0,0,0,1,6,0,0,0,0,0
chafian01,2020,1,ARI,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodrise01,2019,1,PHI,NL,76,112,24,25,5,0,4,12,1,1,19,41,0,3,4,1,2
arihako01,2022,1,TEX,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skubata01,2021,1,DET,AL,31,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
huangwe01,2019,1,TEX,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hanigmi01,2019,1,SEA,AL,63,246,46,54,13,1,15,32,4,0,30,81,1,5,0,2,3
shoemma01,2021,1,MIN,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thomptr01,2021,1,CHN,NL,15,28,6,7,1,0,4,9,2,0,7,11,0,0,0,0,2
thomaco01,2022,1,OAK,AL,10,30,1,8,0,0,0,0,0,0,2,12,0,0,0,0,0
gallegi01,2022,1,SLN,NL,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reedja02,2021,2,NYN,NL,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sheffju01,2022,1,SEA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yacabji01,2020,1,SEA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quintjo01,2020,1,CHN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fordmi01,2022,4,LAA,AL,28,91,8,21,4,0,3,5,0,0,8,26,0,0,0,0,1
montera01,2020,1,TEX,AL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lopezyo01,2022,1,NYN,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderdr02,2021,1,TEX,AL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uriasju01,2020,1,LAN,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
davisra01,2019,1,NYN,NL,29,25,4,5,2,0,1,8,0,1,1,5,0,0,0,0,0
perezol01,2022,1,ARI,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yacabji01,2022,1,MIA,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
warread01,2019,1,SDN,NL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
semiema01,2021,1,TOR,AL,162,652,115,173,39,2,45,102,15,1,66,146,0,3,0,3,9
swarmma01,2022,1,CHN,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darnatr01,2021,1,ATL,NL,60,209,21,46,14,0,7,26,0,0,17,53,0,2,0,1,7
moniami01,2022,1,PHI,NL,18,46,4,6,1,0,0,2,0,0,3,19,0,0,1,0,0
gibsoky01,2020,1,TEX,AL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alcansa01,2020,1,MIA,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suarejo01,2020,1,LAA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackpa01,2019,1,OAK,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
narvaom01,2022,1,MIL,NL,84,262,21,54,12,1,4,23,0,0,29,57,1,3,1,1,4
murfepe01,2022,1,SEA,AL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kellyjo05,2022,1,CHA,AL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vargail01,2020,2,MIN,AL,10,22,3,5,1,1,0,2,0,0,1,2,0,0,0,1,1
gomesya01,2021,2,OAK,AL,40,131,19,29,4,0,5,17,0,0,6,31,0,2,0,1,3
inciaen01,2019,1,ATL,NL,65,199,30,49,11,2,5,24,7,1,26,41,2,4,0,1,1
puellce01,2019,2,MIA,NL,32,84,8,15,2,0,1,6,0,0,7,30,1,5,1,0,1
mannima01,2022,1,DET,AL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zimmebr01,2021,1,CLE,AL,99,299,44,68,9,1,8,35,15,3,30,122,0,15,0,4,3
smithjo09,2022,1,TEX,AL,73,213,23,42,5,0,2,16,4,3,28,50,0,7,2,3,1
severan01,2022,1,CHA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
castrmi01,2020,2,NYN,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
happja01,2021,2,SLN,NL,11,14,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
hiurake01,2019,1,MIL,NL,84,314,51,95,23,2,19,49,9,3,25,107,1,8,0,1,6
littlbr02,2022,1,CHN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodrije01,2019,1,CLE,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zobribe01,2019,1,CHN,NL,47,150,24,39,5,0,1,17,0,0,23,24,0,1,0,2,6
karinja01,2022,1,CLE,AL,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stratch01,2019,1,LAA,AL,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
heredgu01,2022,1,ATL,NL,74,76,12,12,3,1,3,8,0,0,6,32,0,0,0,0,1
kirilal01,2022,1,MIN,AL,45,144,14,36,7,0,3,21,0,0,5,36,0,4,0,2,5
markepa01,2019,1,SEA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rowenbe01,2021,1,LAA,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reyesge01,2019,1,SDN,NL,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tinocje01,2022,1,TEX,AL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kellemi03,2022,1,PIT,NL,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murphto04,2022,1,SEA,AL,14,33,9,10,2,0,1,1,0,0,8,13,0,0,0,0,1
haselad01,2021,1,PHI,NL,9,21,2,4,1,0,0,0,0,0,0,4,0,0,0,0,0
cashnan01,2019,1,BAL,AL,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willima07,2021,1,NYN,NL,17,33,3,7,1,0,1,1,0,1,4,9,1,0,0,0,1
freemty01,2022,1,CLE,AL,24,77,9,19,3,0,0,3,1,0,4,11,0,4,0,1,2
ramirjc01,2019,1,LAA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morelch01,2022,1,CHN,NL,113,379,55,89,19,4,16,47,10,7,38,137,0,3,3,2,6
eshelto01,2020,1,BAL,AL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nunezed02,2019,1,BOS,AL,60,167,13,38,7,0,2,20,5,1,4,27,0,0,1,2,6
syndeno01,2021,1,NYN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brookaa01,2019,1,OAK,AL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keplema01,2022,1,MIN,AL,115,388,54,88,18,1,9,43,3,2,49,66,1,5,0,4,7
greenco01,2021,2,LAN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
higasky01,2019,1,NYA,AL,18,56,8,12,5,0,3,11,0,0,0,26,0,0,0,1,1
quinnro01,2021,1,PHI,NL,28,52,8,9,2,2,0,2,4,3,6,19,0,4,0,0,0
hendrky01,2019,1,CHN,NL,31,54,1,8,1,0,0,5,0,0,2,29,0,1,7,0,1
boltsk01,2022,1,OAK,AL,42,106,10,21,2,0,4,13,5,0,7,30,0,2,0,1,1
hudsojo03,2020,1,SEA,AL,9,17,0,3,0,0,0,0,0,0,2,5,0,0,1,0,0
duranez01,2022,1,TEX,AL,58,208,25,49,10,1,5,25,4,1,12,54,0,0,0,0,3
maydu01,2020,1,LAN,NL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabremi01,2021,1,DET,AL,130,472,48,121,16,0,15,75,0,0,40,118,0,5,0,9,21
canoye01,2022,2,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galvifr01,2019,1,TOR,AL,115,450,55,120,24,1,18,54,4,1,21,112,1,0,1,1,11
jayjo02,2020,1,ARI,NL,18,50,5,8,1,0,1,4,0,0,3,12,0,1,0,3,0
nelsoky01,2022,1,ARI,NL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alvarjo02,2021,1,SFN,NL,67,2,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0
leybado01,2019,1,ARI,NL,21,25,6,7,2,1,0,5,0,0,4,9,0,0,0,1,0
pillake01,2022,1,LAN,NL,4,12,1,1,1,0,0,0,0,0,1,4,0,0,0,0,1
slegeaa01,2021,1,LAA,AL,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mailelu01,2019,1,TOR,AL,45,119,9,18,2,1,2,9,1,0,8,33,0,0,2,0,1
peterdi01,2022,1,PIT,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chargjt01,2019,1,LAN,NL,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mapledi01,2021,1,CHN,NL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teherju01,2019,1,ATL,NL,35,55,1,6,1,0,0,4,0,0,0,24,0,0,4,1,0
mcneije01,2021,1,NYN,NL,120,386,48,97,19,1,7,35,3,0,29,58,0,10,0,1,10
quantca01,2020,1,SDN,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gallois01,2019,1,MIA,NL,19,54,6,9,1,0,0,1,2,0,0,17,0,0,0,0,0
fordmi01,2019,1,NYA,AL,50,143,30,37,7,0,12,25,0,0,17,28,2,3,0,0,0
higasky01,2021,1,NYA,AL,67,193,20,35,10,0,10,29,0,0,17,59,0,0,0,1,4
cuetojo01,2021,1,SFN,NL,22,29,1,2,0,0,0,0,1,0,3,9,0,0,5,0,0
sittibr01,2021,1,ARI,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luzarje01,2021,1,OAK,AL,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
owingch01,2019,1,KCA,AL,41,135,9,18,4,1,2,9,4,1,8,55,0,2,0,0,1
dysonja01,2021,2,TOR,AL,25,13,4,1,0,0,0,0,2,2,4,5,0,0,0,0,0
rogerty01,2020,1,SFN,NL,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
haggesa01,2022,1,SEA,AL,83,176,29,45,9,1,5,23,13,1,18,53,3,4,1,2,4
tuckeco01,2020,1,PIT,NL,37,109,17,24,3,0,1,8,1,0,5,31,0,0,1,1,3
uriasju01,2022,1,LAN,NL,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brachsi01,2020,1,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valdefr01,2022,1,HOU,AL,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luplojo01,2020,1,CLE,AL,29,78,8,15,5,1,2,8,0,1,12,19,0,1,0,1,3
andujmi01,2021,1,NYA,AL,45,154,19,39,2,0,6,12,0,1,7,28,0,0,0,1,8
rominau01,2022,1,LAA,AL,3,8,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0
petityu01,2019,1,OAK,AL,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
greenza01,2019,1,SFN,NL,8,14,1,2,1,0,0,1,0,0,2,6,0,0,0,0,2
friedtj01,2021,1,CIN,NL,14,31,9,9,1,0,1,2,0,0,4,2,0,0,0,1,0
wadela01,2021,1,SFN,NL,109,336,52,85,17,3,18,56,6,1,33,89,1,5,4,3,3
mcmahry01,2019,1,COL,NL,141,480,70,120,22,1,24,83,5,1,56,160,1,1,1,1,14
taylomi02,2020,1,WAS,NL,38,92,11,18,6,0,5,16,0,0,6,27,0,1,0,0,2
alldrca01,2022,1,PIT,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smithma05,2020,1,SEA,AL,14,45,2,6,2,0,0,3,2,0,2,13,0,0,0,0,1
sheetga01,2022,1,CHA,AL,124,377,34,91,19,0,15,53,0,0,27,86,0,3,0,3,9
clarkta01,2021,1,ARI,NL,43,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
roberda08,2022,1,CHN,NL,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
feyerjo01,2022,1,TBA,AL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kelenja01,2022,1,SEA,AL,54,163,20,23,5,1,7,17,5,2,16,61,0,1,0,1,3
paxtoja01,2020,1,NYA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucrojo01,2020,1,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
workmbr01,2021,1,CHN,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willima08,2019,2,SEA,AL,25,77,10,14,0,0,3,10,0,1,9,26,0,1,0,0,1
castrha01,2019,1,DET,AL,97,354,30,103,10,4,5,38,4,2,9,86,0,0,2,4,6
gosean01,2021,1,CLE,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biggica01,2021,1,TOR,AL,79,250,27,56,10,1,7,27,3,1,37,78,2,1,1,4,4
ucetaed01,2022,1,ARI,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tetreja01,2022,1,WAS,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lopezjo02,2020,1,KCA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acunaro01,2021,1,ATL,NL,82,297,72,84,19,1,24,52,17,6,49,85,2,9,0,5,0
anderco01,2019,1,CLE,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosareg01,2022,1,SDN,NL,7,5,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
newsolj01,2021,1,SEA,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glasnty01,2019,1,TBA,AL,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lopezot01,2021,1,TOR,AL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
brebbjo01,2021,1,SFN,NL,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
plutkad01,2019,1,CLE,AL,21,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gagnodr01,2019,1,NYN,NL,18,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
buterdr01,2019,1,COL,NL,16,43,6,7,3,0,0,3,0,0,4,14,0,0,1,1,2
tylerky01,2022,1,SDN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
friedtj01,2022,1,CIN,NL,72,225,33,54,10,5,8,25,7,2,20,40,0,7,0,6,3
daytogr01,2019,1,ATL,NL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mileywa01,2019,1,HOU,AL,33,4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
barrija01,2021,1,LAA,AL,13,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
doziehu01,2021,1,KCA,AL,144,487,55,105,27,6,16,54,5,4,43,154,0,7,0,6,12
alonspe01,2021,1,NYN,NL,152,561,81,147,27,3,37,94,3,0,60,127,6,12,0,4,20
swaggtr01,2022,1,PIT,NL,5,9,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
davieza01,2020,1,SDN,NL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodriye01,2022,1,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenau01,2020,1,OAK,AL,14,31,1,6,1,0,1,3,0,0,1,14,0,0,0,0,0
buehlwa01,2019,1,LAN,NL,30,59,5,5,0,0,1,2,0,0,4,33,0,0,3,0,0
pukaj01,2021,1,OAK,AL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mejiase01,2019,1,SDN,NL,14,30,3,7,2,0,2,5,0,0,3,9,0,0,0,0,1
poppese01,2019,1,MIN,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melanma01,2019,1,SFN,NL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tapiara01,2021,1,COL,NL,133,487,69,133,26,2,6,50,20,6,40,70,2,1,1,4,8
norrida01,2022,1,CHN,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
payamjo01,2021,1,TOR,AL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martich02,2019,2,ATL,NL,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wothema01,2019,1,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderni01,2021,1,TBA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weavelu01,2022,2,KCA,AL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stewadj01,2021,1,BAL,AL,100,270,39,55,10,0,12,33,0,0,44,89,1,4,0,0,3
phillev01,2022,1,LAN,NL,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
donaljo02,2019,1,ATL,NL,155,549,96,142,33,0,37,94,4,2,100,155,2,8,0,2,13
osunaro01,2020,1,HOU,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodriju01,2022,1,SEA,AL,132,511,84,145,25,3,28,75,25,7,40,145,4,8,0,1,7
rileyau01,2022,1,ATL,NL,159,615,90,168,39,2,38,93,2,0,57,168,1,17,0,4,13
stantmi03,2019,1,NYA,AL,18,59,8,17,3,0,3,13,0,0,12,24,0,0,0,1,1
eovalna01,2021,1,BOS,AL,32,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
canoro01,2022,2,SDN,NL,12,33,1,3,0,0,0,1,0,0,1,10,0,0,0,0,0
naquity01,2019,1,CLE,AL,89,274,34,79,19,0,10,34,4,2,14,66,2,2,2,2,8
chatwty01,2021,1,TOR,AL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stewako01,2021,1,CHN,NL,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
brogdco01,2021,1,PHI,NL,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
owingch01,2021,1,COL,NL,21,43,9,14,4,3,1,5,2,1,7,15,1,0,0,0,0
phillbr02,2021,1,TBA,AL,119,253,50,52,9,4,13,44,14,3,33,113,0,2,2,2,3
correca01,2022,1,MIN,AL,136,522,70,152,24,1,22,64,0,1,61,121,2,3,0,4,18
weberry01,2020,1,BOS,AL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccarja02,2021,1,ARI,NL,24,59,11,13,3,0,2,4,3,2,8,23,0,2,1,0,0
phelpda01,2020,1,MIL,NL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freelky01,2021,1,COL,NL,25,33,3,6,1,0,0,4,0,0,2,17,0,0,4,1,0
baezmi01,2022,1,SDN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irvinco01,2020,1,PHI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacusda01,2020,1,WAS,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
montera01,2019,1,TEX,AL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drurybr01,2022,1,CIN,NL,92,350,62,96,22,2,20,59,2,2,29,84,0,4,0,2,6
stroppe01,2019,1,CHN,NL,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blewesc01,2020,1,KCA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
herreke01,2019,1,CHA,AL,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garcibr01,2019,1,DET,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stephro01,2020,1,CIN,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bolanro01,2019,1,SDN,NL,5,5,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0
austity01,2019,3,MIL,NL,17,20,5,4,2,0,1,4,1,0,6,7,1,0,0,1,1
stevean01,2019,1,WAS,NL,30,30,4,11,1,1,0,0,0,1,6,11,0,1,0,0,1
calhoko01,2020,1,ARI,NL,54,190,35,43,9,0,16,40,1,1,28,50,0,6,0,4,6
criswco01,2022,1,TBA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baddoak01,2022,1,DET,AL,73,201,30,41,3,2,2,9,9,6,24,64,0,0,0,0,2
castrmi01,2020,1,BAL,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lugose01,2021,1,NYN,NL,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boltsk01,2021,1,SFN,NL,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
smithri01,2020,1,ARI,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beninan01,2021,1,KCA,AL,134,493,63,136,27,2,17,73,8,9,36,97,0,2,1,6,2
odayda01,2019,1,ATL,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lynchda02,2022,1,KCA,AL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doolise01,2019,1,WAS,NL,63,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
iveyty01,2021,1,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
polloaj01,2021,1,LAN,NL,117,384,53,114,27,1,21,69,9,1,30,80,4,6,0,2,4
kimha01,2022,1,SDN,NL,150,517,58,130,29,3,11,59,12,2,51,100,0,7,3,4,9
gourryu01,2021,1,HOU,AL,143,530,83,169,31,0,15,81,1,1,59,68,2,4,0,12,16
davisja03,2019,1,SFN,NL,17,42,2,7,0,0,1,3,1,2,3,11,0,2,0,0,1
roech01,2020,1,TBA,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonesda07,2022,1,PHI,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guzmaro01,2019,1,TEX,AL,87,256,34,56,20,0,10,36,1,2,32,87,1,3,0,4,7
drakeol01,2020,1,TBA,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mooredy01,2020,1,SEA,AL,38,137,26,35,9,0,8,17,12,5,14,43,0,8,0,0,4
garciro03,2020,1,DET,AL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allgeni01,2021,1,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccarja02,2022,1,ARI,NL,99,321,53,91,16,3,8,43,23,3,23,76,0,6,3,1,3
aguilje01,2019,1,MIL,NL,94,222,26,50,9,0,8,34,0,0,31,59,0,2,0,4,11
vargail01,2022,2,WAS,NL,53,186,15,52,13,0,3,19,3,1,5,21,0,3,1,1,5
roblevi01,2021,1,WAS,NL,107,315,37,64,21,1,2,19,8,6,33,85,3,16,4,1,7
gutieke01,2021,2,BAL,AL,47,137,14,34,4,1,2,12,0,0,13,45,0,3,0,0,1
rusinch01,2019,1,COL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
housead01,2021,1,MIL,NL,28,42,2,3,0,0,2,2,0,0,2,30,0,0,2,0,0
joeco01,2022,1,COL,NL,111,404,56,96,20,4,7,28,6,2,55,97,0,7,0,1,8
brownse01,2021,1,OAK,AL,111,281,43,60,13,1,20,48,4,1,23,89,2,1,0,2,1
alcaljo01,2020,1,MIN,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lowthza01,2022,1,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milleju02,2021,2,SLN,NL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phillbr02,2022,1,TBA,AL,75,184,21,27,4,0,5,14,7,0,16,85,0,3,4,1,0
schoojo01,2020,1,DET,AL,44,162,26,45,4,2,8,23,0,0,8,39,0,4,0,2,8
cimbead01,2021,2,TOR,AL,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martich02,2022,2,LAN,NL,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buterdr01,2020,1,COL,NL,29,39,4,6,2,0,0,4,0,0,2,11,0,0,1,1,3
peterdj01,2021,1,LAN,NL,18,26,5,5,2,0,1,4,0,0,8,14,4,0,0,0,0
martica04,2021,1,SLN,NL,16,24,1,2,1,0,0,0,0,0,0,15,0,0,1,0,0
neusesh01,2019,1,OAK,AL,25,56,3,14,3,0,0,7,0,0,4,19,0,0,0,1,2
millsal02,2022,1,CHN,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gomesya01,2022,1,CHN,NL,86,277,23,65,12,0,8,31,2,0,8,47,0,3,1,4,15
walkest01,2022,1,TEX,AL,5,14,1,1,0,0,1,1,0,0,2,4,0,0,0,0,0
castrja01,2020,2,SDN,NL,9,28,3,5,5,0,0,3,0,0,2,10,0,0,0,0,1
cimbead01,2020,1,CLE,AL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quinnro01,2022,1,PHI,NL,23,37,8,6,1,0,0,3,4,1,3,15,0,0,0,0,0
gamelbe01,2022,1,PIT,NL,115,371,42,86,20,2,9,46,5,1,48,98,2,3,0,1,5
santaan02,2020,1,BAL,AL,37,153,24,40,13,1,11,32,0,1,10,25,3,2,0,0,2
chatwty01,2020,1,CHN,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
webbja01,2021,1,ATL,NL,34,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ginkeke01,2020,1,ARI,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
springe01,2019,1,HOU,AL,122,479,96,140,20,3,39,96,6,2,67,113,1,6,0,4,12
blackpa01,2022,1,OAK,AL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camerda01,2022,1,DET,AL,21,64,6,14,3,1,1,8,2,0,5,20,0,1,0,0,1
goodrni01,2019,1,DET,AL,112,423,61,105,27,5,12,45,12,3,46,138,1,1,0,2,7
obergsc01,2019,1,COL,NL,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
grossro01,2020,1,OAK,AL,51,166,23,40,12,2,8,23,8,1,21,38,2,5,0,0,1
knebeco01,2020,1,MIL,NL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kniznan01,2021,1,SLN,NL,63,161,18,28,7,0,1,9,0,0,20,39,2,4,0,0,7
zavalse01,2022,1,CHA,AL,61,178,22,48,14,0,2,21,0,0,19,64,0,3,3,2,1
merriwh01,2022,2,TOR,AL,44,121,19,34,5,0,5,16,1,2,8,24,0,0,0,1,3
minteaj01,2020,1,ATL,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myerswi01,2021,1,SDN,NL,146,442,56,113,24,2,17,63,8,5,54,141,2,0,0,4,9
